OPM Code,NICE Specialty Area,NICE Specialty Area Description,Work Role,Work Role Description,Work Role ID,KSAT ID,KSAT Description
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0290,Knowledge of systems security testing and evaluation methods.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0297,Knowledge of countermeasure design for identified security risks.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0300,Knowledge of network mapping and recreating network topologies.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0301,"Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0301,"Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0303,Knowledge of the use of sub-netting tools.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0308,Knowledge of cryptology.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0318,Knowledge of operating system command-line tools.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0322,Knowledge of embedded systems.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0324,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0339,Knowledge of how to use network analysis tools to identify vulnerabilities.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0342,"Knowledge of penetration testing principles, tools, and techniques."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0342,"Knowledge of penetration testing principles, tools, and techniques."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0344,Knowledge of an organization’s threat environment.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0565,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0003,"Skill of identifying, capturing, containing, and reporting malware."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0009,WITHDRAWN: Skill in assessing the robustness of security systems and designs. (See S0027)
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0020,Skill in developing and deploying signatures.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0025,"Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0025,"Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0027,"Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0036,Skill in evaluating the adequacy of security designs.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0044,Skill in mimicking threat behaviors.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0047,Skill in preserving evidence integrity according to standard operating procedures or national standards.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0051,Skill in the use of penetration testing tools and techniques.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0052,"Skill in the use of social engineering techniques. (e.g., phishing, baiting, tailgating, etc.)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0054,Skill in using incident handling methodologies.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0057,Skill in using protocol analyzers.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0063,Skill in collecting data from a variety of cyber defense resources.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0077,Skill in securing network communications.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0079,"Skill in protecting a network against malware. (e.g., NIPS, anti-malware, restrict/prevent external devices, spam filters)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0080,Skill in performing damage assessments.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0081,"Skill in using network analysis tools to identify vulnerabilities. (e.g., fuzzing, nmap, etc.)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0096,"Skill in reading and interpreting signatures (e.g., snort)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0120,Skill in reviewing logs to identify evidence of past intrusions.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0137,Skill in conducting application vulnerability assessments.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0147,"Skill in assessing security controls based on cybersecurity principles and tenets. (e.g., CIS CSC, NIST SP 800-53, Cybersecurity Framework, etc.)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0156,Skill in performing packet-level analysis.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0167,"Skill in recognizing vulnerabilities in security systems. (e.g., vulnerability and compliance scanning)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0169,Skill in conducting trend analysis.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0171,Skill in performing impact/risk assessments.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0173,Skill in using security event correlation tools.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0364,Skill to develop insights about the context of an organization’s threat environment
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,S0365,Skill to design incident response for cloud service models.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,T0010,Analyze organization's cyber defense policies and configurations and evaluate compliance with regulations and organizational directives.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,T0028,Conduct and/or support authorized penetration testing on enterprise network assets.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,T0041,Coordinate and provide expert technical support to enterprise-wide cyber defense technicians to resolve cyber defense incidents.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,T0047,Correlate incident data to identify specific vulnerabilities and make recommendations that enable expeditious remediation.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,T0138,"Maintain deployable cyber defense audit toolkit (e.g., specialized cyber defense software and hardware) to support cyber defense audit missions."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,T0142,"Maintain knowledge of applicable cyber defense policies, regulations, and compliance documents specifically related to cyber defense auditing."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,T0161,"Perform analysis of log files from a variety of sources (e.g., individual host logs, network traffic logs, firewall logs, and intrusion detection system [IDS] logs) to identify possible threats to network security."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,T0163,"Perform cyber defense incident triage, to include determining scope, urgency, and potential impact, identifying the specific vulnerability, and making recommendations that enable expeditious remediation."
